customer_id,age,monthly_income_idr,monthly_spend_idr,app_usage_time_hrs,support_tickets_opened,website_visits_per_month,customer_tenure_months
CUST-12708,24.0,5468919.0,236213,1,0,8,16
CUST-62874,37.0,28996474.0,13191265,33,0,10,22
CUST-21108,25.0,13583982.0,3892216,18,1,6,1
CUST-30583,20.0,4601891.0,133872,1,0,15,32
CUST-29873,33.0,15537977.0,8999014,49,0,27,41
CUST-11538,34.0,10159173.0,4289637,11,1,17,12
CUST-85225,34.0,,2208672,8,3,15,36
CUST-44675,21.0,6430865.0,301554,3,0,3,40
CUST-55814,18.0,6278669.0,170305,1,0,4,24
CUST-20578,20.0,4594821.0,287256,1,0,21,1
CUST-45531,37.0,13636485.0,2910023,10,3,16,43
CUST-74887,21.0,5694814.0,225355,3,0,22,37
CUST-96610,41.0,21156738.0,11599409,40,0,19,18
CUST-69722,29.0,12529275.0,3179328,8,2,5,27
CUST-33620,27.0,8281696.0,2690456,19,2,22,33
CUST-56220,37.0,9824964.0,2888509,14,1,20,7
CUST-32931,35.0,9568146.0,1983455,13,1,29,24
CUST-65312,31.0,10871656.0,4671719,17,2,2,6
CUST-24256,49.0,13399869.0,4969992,12,2,27,12
CUST-51167,30.0,24483017.0,12003361,49,0,2,24
CUST-77054,43.0,13857433.0,2022154,14,3,6,20
CUST-36990,43.0,10082963.0,3268555,10,3,2,30
CUST-22360,43.0,8737090.0,2414565,18,2,1,32
CUST-39084,30.0,9570234.0,4027331,18,2,4,1
CUST-11813,37.0,27383028.0,12913678,46,0,4,34
CUST-92736,34.0,10291136.0,4706000,11,3,9,36
CUST-12093,27.0,6567587.0,701160,1,0,10,32
CUST-94021,37.0,12002981.0,2919920,17,2,18,35
CUST-70686,22.0,6088062.0,359480,4,0,4,29
CUST-14138,48.0,13332889.0,2223858,15,1,25,41
CUST-53764,41.0,11864044.0,3953159,14,1,23,47
CUST-15039,18.0,6316280.0,333540,3,0,2,40
CUST-96346,39.0,9338306.0,3650205,17,1,16,18
CUST-79906,44.0,10582153.0,2353329,13,3,4,13
CUST-43458,20.0,6459593.0,634391,3,0,14,42
CUST-95947,27.0,11825258.0,2556600,14,1,28,33
CUST-30025,26.0,5192503.0,185178,1,0,11,38
CUST-34417,25.0,11800315.0,4651396,19,2,22,11
CUST-64122,34.0,9137411.0,3170357,14,1,22,24
CUST-66704,,4297986.0,113261,2,0,6,38
CUST-45436,32.0,15673812.0,9932977,31,0,15,20
CUST-31225,25.0,8536644.0,2152416,11,3,23,25
CUST-12591,47.0,9849395.0,3928759,16,1,23,32
CUST-94774,27.0,6032816.0,181257,2,0,16,33
CUST-76197,30.0,10735090.0,4705228,10,3,9,5
CUST-16968,38.0,,3071286,10,2,22,9
CUST-64316,26.0,12025942.0,3829228,11,3,17,40
CUST-80293,22.0,5587819.0,275121,2,0,22,33
CUST-53939,32.0,8990121.0,4949330,17,2,2,9
CUST-59298,32.0,13204173.0,1993814,13,3,22,15
CUST-18328,25.0,4384583.0,798730,1,0,15,33
CUST-18640,40.0,13343426.0,2104489,15,3,29,34
CUST-80463,43.0,13113728.0,3903233,8,1,29,29
CUST-68692,45.0,10866457.0,3930992,14,1,26,3
CUST-46413,38.0,9160294.0,2901652,8,1,17,43
CUST-57897,30.0,27057116.0,13327924,35,1,28,16
CUST-43272,36.0,33926199.0,9942775,25,0,22,16
CUST-21676,33.0,9514101.0,3830344,14,2,19,19
CUST-47405,20.0,6887818.0,169300,2,0,25,40
CUST-12763,43.0,34214047.0,11165255,46,1,15,40
CUST-57937,21.0,5125424.0,661836,2,0,13,45
CUST-36946,21.0,4481215.0,585097,1,0,19,3
CUST-34123,29.0,9521722.0,3989270,11,3,20,11
CUST-19277,32.0,10367322.0,2875645,18,2,17,9
CUST-31639,29.0,24088503.0,13632142,40,0,9,37
CUST-73972,28.0,9846585.0,4460883,8,3,19,44
CUST-44693,24.0,5608795.0,748456,3,0,29,17
CUST-97796,24.0,11715929.0,3458691,17,1,22,42
CUST-74551,34.0,12648455.0,4138439,18,1,13,2
CUST-94481,33.0,13155115.0,4232426,8,2,18,12
CUST-38453,44.0,13616273.0,3604637,8,2,25,47
CUST-75133,24.0,9857596.0,2758624,19,1,13,27
CUST-47701,43.0,10750025.0,3318036,11,3,24,20
CUST-76629,21.0,4786635.0,715168,1,0,29,21
CUST-43457,22.0,4674619.0,791319,2,0,16,6
CUST-38901,35.0,10272759.0,1909319,14,1,18,2
CUST-48437,18.0,6278581.0,317980,4,0,16,27
CUST-38302,27.0,6396524.0,123386,3,0,16,13
CUST-89818,38.0,19517562.0,13540180,43,1,28,35
CUST-75206,41.0,25912663.0,9990193,41,1,15,43
CUST-86312,30.0,18232452.0,11947796,34,0,4,29
CUST-66984,19.0,5570889.0,133340,3,0,20,19
CUST-78798,19.0,4465590.0,610491,1,0,27,5
CUST-89768,19.0,4407427.0,152691,2,0,14,11
CUST-73185,19.0,4543898.0,277718,2,0,24,23
CUST-88824,22.0,6919766.0,591006,1,0,22,10
CUST-28062,22.0,13045311.0,4456102,11,1,8,12
CUST-54435,42.0,21139996.0,13351277,38,1,18,33
CUST-14627,32.0,9949902.0,2635371,15,2,6,3
CUST-29173,47.0,11248140.0,3092268,9,1,2,36
CUST-24995,38.0,19975467.0,13051751,35,1,8,29
CUST-56223,38.0,13919359.0,1944755,11,3,14,43
CUST-98151,34.0,13702894.0,3065615,18,1,9,35
CUST-66583,26.0,11785961.0,4859184,14,1,15,31
CUST-88768,21.0,6621158.0,490452,3,0,17,42
CUST-97985,20.0,4512493.0,527530,2,0,7,44
CUST-55619,48.0,9534227.0,3797905,13,2,15,37
CUST-71799,26.0,8026616.0,2246055,15,3,11,46
CUST-67980,45.0,11318843.0,3417577,14,1,13,32
CUST-48225,27.0,5846357.0,292003,3,0,6,24
CUST-13373,44.0,11980053.0,2200033,14,3,5,38
CUST-29520,25.0,4907179.0,277597,3,0,23,31
CUST-80744,46.0,9471926.0,2952137,12,2,16,18
CUST-53856,29.0,8597904.0,1616841,14,3,9,40
CUST-46683,48.0,13479380.0,2078641,16,3,12,38
CUST-21151,24.0,5802466.0,775887,2,0,23,39
CUST-77568,46.0,8768223.0,1609373,15,1,5,6
CUST-56151,46.0,13060795.0,3074745,13,3,25,13
CUST-85485,27.0,11411134.0,3926277,15,1,3,28
CUST-18263,43.0,11637967.0,3867893,13,3,25,6
CUST-19018,24.0,13991305.0,2372834,18,1,29,5
CUST-56675,46.0,10976030.0,3364445,12,2,7,22
CUST-28931,27.0,6588273.0,304720,4,0,13,17
CUST-81386,22.0,9230796.0,1613936,15,2,13,23
CUST-81128,29.0,10982202.0,4319182,18,1,29,16
CUST-76406,43.0,9278673.0,2474334,8,2,13,32
CUST-74093,35.0,13932125.0,1937585,18,1,21,17
CUST-88388,41.0,8475278.0,3430440,11,2,23,30
CUST-56922,41.0,10787976.0,2845205,8,3,2,16
CUST-67415,36.0,11602571.0,2637613,16,1,27,12
CUST-70006,29.0,10673705.0,3613213,10,3,11,31
CUST-67767,27.0,6728668.0,306548,1,0,23,6
CUST-35832,27.0,13923308.0,4449311,10,2,17,35
CUST-44642,45.0,11466032.0,2248692,10,2,7,28
CUST-85301,27.0,11288210.0,2216773,19,2,23,37
CUST-87475,21.0,4519385.0,483152,3,0,26,13
CUST-81762,44.0,28405288.0,12080291,47,1,26,35
CUST-86384,28.0,28109161.0,13828241,40,1,12,8
CUST-71576,19.0,5068965.0,275595,3,0,15,16
CUST-15698,25.0,6598262.0,352557,1,0,26,24
CUST-41954,31.0,10016328.0,2361465,11,2,3,24
CUST-93106,27.0,4544026.0,213776,3,0,12,41
CUST-88257,47.0,9390254.0,1768449,14,3,20,12
CUST-36177,24.0,4124591.0,692054,4,0,3,21
CUST-44812,38.0,8983667.0,4723253,12,2,1,38
CUST-35901,47.0,12784377.0,3092173,11,3,25,21
CUST-51430,47.0,8297584.0,2905802,19,3,4,27
CUST-52946,20.0,4854741.0,306486,4,0,8,10
CUST-96207,38.0,11018439.0,3128662,18,1,5,45
CUST-30316,32.0,21535223.0,8593786,37,1,5,9
CUST-15898,19.0,6514368.0,102866,2,0,28,44
CUST-79497,40.0,18503548.0,7646012,46,1,9,39
CUST-64710,22.0,6340086.0,232659,1,0,22,40
CUST-44217,18.0,4815864.0,279689,2,0,21,15
CUST-95678,23.0,5616482.0,147111,2,0,17,17
CUST-96444,34.0,11023504.0,4105221,8,2,6,35
CUST-59420,36.0,11981383.0,4886812,13,1,17,31
CUST-75942,24.0,12858939.0,3560293,12,2,25,34
CUST-40143,32.0,21434323.0,14410053,30,0,18,18
CUST-17566,46.0,12777421.0,1891180,14,3,19,43
CUST-50863,30.0,28330322.0,11343699,28,0,26,44
CUST-47663,18.0,5948010.0,543441,1,0,4,13
CUST-56799,35.0,11245988.0,4816591,11,3,28,16
CUST-23598,40.0,20749593.0,8008923,37,1,3,8
CUST-60113,32.0,10680990.0,1973288,14,1,8,7
CUST-29229,20.0,6786281.0,336495,3,0,10,38
CUST-47034,26.0,11107548.0,4793606,19,2,13,23
CUST-93973,23.0,6738669.0,676515,1,0,10,18
CUST-78207,47.0,9819231.0,2426921,11,2,24,3
CUST-53856,18.0,5743967.0,645726,4,0,9,19
CUST-93136,43.0,8490999.0,4689189,10,2,20,22
CUST-12123,27.0,5627650.0,375848,4,0,23,14
CUST-26508,38.0,12422888.0,3730038,17,3,15,5
CUST-99335,44.0,13058589.0,1797883,9,1,16,47
CUST-16782,27.0,4615416.0,261081,2,0,9,25
CUST-60772,41.0,11907297.0,4229737,10,3,21,22
CUST-49169,24.0,4128447.0,561693,4,0,12,42
CUST-83914,18.0,,292994,1,0,26,16
CUST-26459,39.0,20181930.0,14496110,39,1,28,13
CUST-14686,43.0,13282433.0,3055929,18,3,8,7
CUST-38202,41.0,30883239.0,13009723,36,0,17,17
CUST-25972,42.0,11053380.0,1811385,11,2,23,16
CUST-98860,28.0,10201580.0,3719187,19,1,3,15
CUST-63311,35.0,8120243.0,2507378,17,1,5,27
CUST-13969,21.0,6177304.0,563685,3,0,22,32
CUST-74140,26.0,13088181.0,3617475,10,3,11,29
CUST-67062,41.0,12976563.0,3168462,11,1,19,19
CUST-93231,41.0,10185454.0,3567790,16,1,4,18
CUST-54331,38.0,19722340.0,12793721,28,0,2,13
CUST-87986,27.0,4600198.0,497891,3,0,25,21
CUST-11161,20.0,5835295.0,122337,3,0,2,2
CUST-13178,38.0,11053407.0,2917231,14,1,24,1
CUST-68251,31.0,21999366.0,9471321,39,1,17,33
CUST-31889,22.0,13730267.0,4274196,17,3,10,24
CUST-56250,40.0,12102553.0,4600618,15,2,11,45
CUST-13009,30.0,34794409.0,10885850,41,1,17,16
CUST-43065,33.0,26898651.0,11308760,34,1,8,33
CUST-50469,30.0,12639022.0,3101956,13,1,25,20
CUST-15543,26.0,6140321.0,541503,2,0,9,12
CUST-96803,37.0,29919519.0,7502264,26,1,7,2
CUST-36270,49.0,11517847.0,3267413,18,2,25,14
CUST-26663,36.0,8944740.0,4546555,11,1,21,10
CUST-30811,26.0,13594769.0,3787319,9,2,22,6
CUST-86623,21.0,5186837.0,442221,3,0,29,36
CUST-27046,22.0,13173395.0,4129137,13,3,13,16
CUST-95709,25.0,11861607.0,4454701,14,3,6,12
CUST-91422,34.0,13693014.0,3288220,14,2,12,17
CUST-66063,19.0,6834803.0,647670,4,0,27,14
CUST-91845,28.0,20152030.0,8979746,41,1,23,32
